Brand,Model,Processor,RAM (GB),Storage (GB),Screen Size (inches),Graphics Card,Operating System,Weight (kg),Battery Life (hours),Price ($),Warranty (years)
Dell,Model 2467,AMD Ryzen 7,64,2048,13.3,Intel UHD,Windows 10,1.24,6.2,2089.29,1
Dell,Model 2468,Intel i9,8,512,13.3,NVIDIA GTX 1650,macOS,2.07,7.7,1922.0,2
Razer,Model 2469,Intel i7,32,512,13.3,NVIDIA RTX 3060,Windows 10,3.46,6.4,2280.0,1
Lenovo,Model 2470,Intel i9,8,256,14.0,NVIDIA GTX 1650,Linux,1.82,5.7,1711.05,1
HP,Model 2471,AMD Ryzen 7,64,256,15.6,NVIDIA RTX 3070,Linux,3.19,12.7,2759.88,2
MSI,Model 2472,Intel i7,16,2048,17.0,NVIDIA GTX 1650,macOS,3.11,10.7,2123.4,2
Lenovo,Model 2473,Intel i9,32,2048,14.0,NVIDIA RTX 3070,Windows 11,3.38,9.8,2302.84,3
Razer,Model 2474,AMD Ryzen 9,16,1024,14.0,NVIDIA RTX 3070,macOS,2.98,5.7,2603.47,2
Apple,Model 2475,Intel i7,64,2048,14.0,NVIDIA RTX 3060,Windows 11,2.65,14.0,3341.43,2
Razer,Model 2476,Intel i5,8,256,17.0,NVIDIA GTX 1650,Windows 10,3.14,5.3,1866.67,3
Lenovo,Model 2477,Intel i9,32,256,15.6,NVIDIA GTX 1650,Windows 11,1.19,12.5,2194.29,2
Acer,Model 2478,Intel i7,16,256,13.3,AMD Radeon,macOS,2.16,14.6,1294.21,2
Dell,Model 2479,AMD Ryzen 9,16,512,15.6,AMD Radeon,Windows 11,3.47,11.7,1812.44,1
Dell,Model 2480,Intel i7,16,512,15.6,Intel UHD,Linux,2.92,14.9,1687.62,3
Asus,Model 2481,Intel i7,8,2048,14.0,NVIDIA RTX 3070,Windows 10,3.41,10.8,2489.71,3
Asus,Model 2482,AMD Ryzen 9,32,1024,14.0,NVIDIA RTX 3060,Linux,2.95,5.6,2259.48,1
Razer,Model 2483,Intel i9,8,1024,14.0,AMD Radeon,Linux,3.19,5.4,2141.0,3
MSI,Model 2484,AMD Ryzen 5,8,1024,13.3,NVIDIA GTX 1650,Linux,2.77,6.9,1598.87,1
Apple,Model 2485,Intel i9,8,512,13.3,Intel UHD,Linux,2.9,3.1,2296.24,2
Acer,Model 2486,AMD Ryzen 7,64,256,13.3,NVIDIA RTX 3060,Windows 11,2.31,11.2,2038.93,3
HP,Model 2487,AMD Ryzen 9,64,256,15.6,NVIDIA GTX 1650,Linux,3.31,6.2,2046.19,2
Lenovo,Model 2488,Intel i9,64,512,14.0,NVIDIA GTX 1650,Windows 11,3.06,12.8,2247.21,3
MSI,Model 2489,Intel i7,32,1024,17.0,NVIDIA RTX 3070,Linux,3.11,7.3,2226.75,2
Apple,Model 2490,AMD Ryzen 9,8,1024,15.6,NVIDIA RTX 3070,macOS,2.68,8.8,2857.32,3
Asus,Model 2491,Intel i5,8,2048,13.3,AMD Radeon,Linux,1.76,14.6,1637.34,3
Razer,Model 2492,Intel i9,64,2048,17.0,AMD Radeon,macOS,1.09,5.9,2860.13,2
Lenovo,Model 2493,AMD Ryzen 9,8,1024,17.0,NVIDIA GTX 1650,Windows 11,3.34,11.7,1871.04,1
Asus,Model 2494,Intel i9,8,512,14.0,NVIDIA GTX 1650,Windows 10,2.47,12.1,1670.02,3
Razer,Model 2495,AMD Ryzen 9,16,1024,17.0,AMD Radeon,Windows 11,1.75,5.7,2314.08,1
Lenovo,Model 2496,Intel i7,8,2048,13.3,AMD Radeon,Windows 10,1.37,9.0,1630.56,1
HP,Model 2497,Intel i5,16,1024,14.0,NVIDIA GTX 1650,Windows 10,3.07,7.2,1409.84,1
Apple,Model 2498,Intel i5,8,512,17.0,NVIDIA RTX 3060,Linux,3.09,12.3,2415.26,1
Lenovo,Model 2499,AMD Ryzen 7,32,256,14.0,NVIDIA GTX 1650,Windows 10,3.04,10.5,1616.31,1
Acer,Model 2500,AMD Ryzen 9,64,512,17.0,NVIDIA RTX 3060,Windows 11,2.61,8.7,2195.49,1
MSI,Model 2501,Intel i9,16,512,15.6,NVIDIA RTX 3060,Linux,1.92,12.4,2626.23,3
Dell,Model 2502,Intel i5,64,2048,15.6,NVIDIA GTX 1650,Windows 10,1.76,5.8,2053.1,1
Acer,Model 2503,Intel i5,16,512,13.3,Intel UHD,Windows 11,1.02,12.0,1223.16,3
Acer,Model 2504,AMD Ryzen 5,16,512,15.6,AMD Radeon,Windows 10,3.08,13.4,1286.83,3
MSI,Model 2505,AMD Ryzen 5,16,2048,15.6,NVIDIA RTX 3070,Windows 10,1.22,13.5,2482.09,3
Dell,Model 2506,Intel i5,32,2048,15.6,NVIDIA GTX 1650,Linux,2.58,12.4,2430.36,2
Acer,Model 2507,AMD Ryzen 9,8,256,17.0,NVIDIA RTX 3060,Linux,2.26,7.9,1812.2,1
Lenovo,Model 2508,AMD Ryzen 7,16,1024,17.0,NVIDIA GTX 1650,Windows 11,2.32,14.8,1578.14,2
Lenovo,Model 2509,Intel i5,32,512,14.0,AMD Radeon,Linux,3.32,7.6,1150.63,1
Lenovo,Model 2510,Intel i7,16,2048,17.0,NVIDIA RTX 3060,Linux,1.08,10.7,2244.78,2
Dell,Model 2511,Intel i9,8,256,15.6,NVIDIA RTX 3070,macOS,2.93,4.9,2257.79,3
Acer,Model 2512,AMD Ryzen 7,16,1024,17.0,NVIDIA RTX 3070,macOS,1.13,14.8,2160.73,2
Razer,Model 2513,Intel i7,32,2048,13.3,NVIDIA RTX 3070,Windows 11,1.1,11.4,2972.96,3
Dell,Model 2514,AMD Ryzen 7,8,1024,14.0,Intel UHD,Linux,2.07,12.0,1605.98,2
Lenovo,Model 2515,Intel i7,32,1024,14.0,NVIDIA RTX 3060,Windows 11,1.16,3.8,1954.38,1
MSI,Model 2516,Intel i9,8,512,17.0,NVIDIA RTX 3060,macOS,2.97,12.2,2262.88,1
Acer,Model 2517,Intel i9,8,512,15.6,Intel UHD,macOS,2.32,12.3,1191.6,2
Acer,Model 2518,AMD Ryzen 5,64,2048,14.0,NVIDIA RTX 3060,macOS,1.07,11.1,2218.43,2
Asus,Model 2519,AMD Ryzen 9,64,1024,13.3,Intel UHD,Windows 11,1.1,6.5,1812.39,1
Asus,Model 2520,Intel i7,64,2048,13.3,NVIDIA GTX 1650,Linux,2.53,8.9,2273.78,2
HP,Model 2521,AMD Ryzen 5,8,2048,14.0,AMD Radeon,Windows 10,3.02,4.3,2022.69,2
Razer,Model 2522,Intel i7,16,1024,15.6,NVIDIA RTX 3070,Linux,2.09,8.7,2600.62,1
Razer,Model 2523,AMD Ryzen 5,32,2048,15.6,Intel UHD,Windows 11,2.39,5.9,2226.07,3
Apple,Model 2524,Intel i9,32,1024,17.0,Intel UHD,macOS,3.0,7.2,2630.87,1
Razer,Model 2525,AMD Ryzen 7,32,1024,17.0,Intel UHD,Windows 10,2.53,5.0,2150.8,1
Asus,Model 2526,AMD Ryzen 5,64,1024,14.0,NVIDIA GTX 1650,Windows 11,1.56,5.8,2013.21,2
Dell,Model 2527,Intel i7,8,1024,17.0,Intel UHD,macOS,2.53,3.9,1610.93,1
Razer,Model 2528,Intel i7,64,256,17.0,AMD Radeon,Windows 11,2.57,14.0,2811.08,1
Asus,Model 2529,AMD Ryzen 9,16,1024,17.0,AMD Radeon,Windows 10,2.84,9.4,1609.37,2
HP,Model 2530,Intel i9,8,512,13.3,NVIDIA RTX 3070,macOS,2.55,7.8,2172.84,2
Acer,Model 2531,Intel i7,32,512,17.0,NVIDIA GTX 1650,Linux,3.42,9.4,1593.04,3
Razer,Model 2532,Intel i5,64,512,14.0,AMD Radeon,Windows 11,1.49,10.5,2355.03,1
HP,Model 2533,AMD Ryzen 7,64,1024,15.6,NVIDIA RTX 3060,Windows 10,3.38,14.1,2321.1,3
Acer,Model 2534,AMD Ryzen 5,16,512,17.0,NVIDIA RTX 3060,Linux,2.35,5.1,1569.69,3
MSI,Model 2535,AMD Ryzen 9,16,256,15.6,NVIDIA RTX 3060,Windows 10,2.68,6.5,2179.44,3
MSI,Model 2536,AMD Ryzen 7,64,2048,17.0,Intel UHD,Windows 11,1.25,14.7,2781.07,3
Acer,Model 2537,Intel i9,16,1024,14.0,Intel UHD,Windows 10,1.95,7.5,1638.87,1
Razer,Model 2538,AMD Ryzen 9,32,512,13.3,NVIDIA RTX 3060,macOS,2.92,3.3,2149.64,1
Apple,Model 2539,AMD Ryzen 5,16,256,14.0,NVIDIA RTX 3070,Windows 10,2.77,4.8,2370.84,1
Asus,Model 2540,AMD Ryzen 5,16,2048,13.3,NVIDIA RTX 3070,Windows 11,1.1,3.3,2005.26,3
Dell,Model 2541,Intel i5,64,256,17.0,Intel UHD,macOS,2.37,14.9,1710.32,2
Dell,Model 2542,Intel i9,64,512,17.0,NVIDIA RTX 3060,Windows 10,1.22,6.3,2446.95,1
Lenovo,Model 2543,AMD Ryzen 9,8,256,13.3,NVIDIA RTX 3070,Windows 10,3.49,14.1,1949.03,3
Acer,Model 2544,AMD Ryzen 9,8,2048,14.0,Intel UHD,macOS,3.24,15.0,2065.61,3
Dell,Model 2545,Intel i7,64,512,14.0,NVIDIA RTX 3060,Linux,1.05,10.2,2549.74,3
Razer,Model 2546,Intel i5,16,2048,13.3,NVIDIA GTX 1650,Linux,3.15,3.4,1924.56,3
Apple,Model 2547,Intel i5,16,256,17.0,NVIDIA RTX 3060,macOS,3.3,4.0,2254.68,3
Acer,Model 2548,AMD Ryzen 9,8,1024,13.3,NVIDIA RTX 3060,Windows 10,1.88,8.8,1998.61,3
Apple,Model 2549,AMD Ryzen 9,8,1024,17.0,AMD Radeon,Linux,2.8,7.9,2632.37,1
Razer,Model 2550,AMD Ryzen 7,8,1024,13.3,AMD Radeon,macOS,2.11,10.3,1845.8,2
Dell,Model 2551,AMD Ryzen 7,32,1024,17.0,NVIDIA GTX 1650,Windows 11,2.64,8.3,1591.51,1
Dell,Model 2552,AMD Ryzen 7,32,2048,13.3,NVIDIA GTX 1650,Windows 10,1.85,14.2,2353.84,1
Lenovo,Model 2553,Intel i5,8,1024,15.6,NVIDIA RTX 3060,Windows 11,1.81,9.4,1811.64,3
Dell,Model 2554,Intel i7,16,2048,17.0,NVIDIA RTX 3070,Windows 10,2.06,11.3,2237.06,1
Acer,Model 2555,AMD Ryzen 5,8,512,14.0,NVIDIA GTX 1650,Linux,1.36,13.8,1483.59,2
Razer,Model 2556,AMD Ryzen 7,32,1024,13.3,NVIDIA RTX 3060,Windows 11,3.08,4.8,2009.04,2
MSI,Model 2557,Intel i7,16,2048,14.0,Intel UHD,Windows 11,1.87,5.8,2082.91,3
Razer,Model 2558,Intel i9,32,1024,13.3,AMD Radeon,macOS,2.0,4.3,2439.27,2
Acer,Model 2559,AMD Ryzen 7,16,1024,14.0,NVIDIA RTX 3070,Linux,3.24,4.7,1996.14,3
Acer,Model 2560,AMD Ryzen 5,32,1024,14.0,NVIDIA RTX 3060,Linux,2.24,9.2,1615.92,2
Lenovo,Model 2561,Intel i9,16,2048,13.3,Intel UHD,Windows 10,2.36,6.9,1803.15,2
Lenovo,Model 2562,Intel i9,16,256,13.3,AMD Radeon,macOS,3.39,8.1,1384.49,1
Dell,Model 2563,AMD Ryzen 5,16,1024,14.0,Intel UHD,macOS,3.22,14.8,1623.11,2
HP,Model 2564,AMD Ryzen 7,16,1024,14.0,NVIDIA RTX 3060,Windows 10,1.42,4.9,1849.0,3
Razer,Model 2565,Intel i5,64,512,14.0,NVIDIA GTX 1650,Windows 11,2.18,9.5,2292.88,2
Razer,Model 2566,AMD Ryzen 5,32,256,17.0,AMD Radeon,Windows 10,3.43,4.2,1840.83,2
HP,Model 2567,AMD Ryzen 5,32,2048,17.0,Intel UHD,Windows 10,1.93,6.8,1830.67,1
Lenovo,Model 2568,AMD Ryzen 5,64,512,15.6,NVIDIA GTX 1650,Windows 10,1.93,9.3,2096.87,3
Dell,Model 2569,Intel i9,16,1024,17.0,NVIDIA RTX 3070,macOS,1.49,14.4,2547.81,3
HP,Model 2570,Intel i7,16,512,17.0,NVIDIA RTX 3060,Windows 10,1.29,7.7,2069.44,3
Dell,Model 2571,Intel i5,32,512,13.3,NVIDIA RTX 3060,Windows 10,2.85,3.8,1479.51,1
Dell,Model 2572,AMD Ryzen 7,64,1024,15.6,AMD Radeon,Windows 10,2.93,7.7,2060.95,2
Dell,Model 2573,AMD Ryzen 7,16,256,15.6,Intel UHD,Linux,3.42,4.7,1509.57,3
Asus,Model 2574,Intel i7,16,256,17.0,NVIDIA RTX 3070,Windows 11,2.93,5.8,2349.32,2
Acer,Model 2575,AMD Ryzen 5,16,512,13.3,AMD Radeon,Windows 11,1.61,10.4,1175.6,2
Dell,Model 2576,Intel i5,8,1024,13.3,AMD Radeon,Windows 11,1.1,3.8,1696.23,2
Asus,Model 2577,AMD Ryzen 7,64,2048,15.6,Intel UHD,Windows 11,3.46,8.6,2126.33,1
Lenovo,Model 2578,AMD Ryzen 9,16,512,13.3,NVIDIA RTX 3070,macOS,1.85,10.3,2073.4,2
HP,Model 2579,AMD Ryzen 7,8,2048,14.0,Intel UHD,macOS,1.78,8.1,1870.29,1
Acer,Model 2580,AMD Ryzen 5,64,512,17.0,NVIDIA RTX 3060,Windows 10,3.26,3.2,1857.22,1
MSI,Model 2581,AMD Ryzen 9,16,512,14.0,NVIDIA GTX 1650,macOS,2.46,14.8,2071.77,1
HP,Model 2582,Intel i7,32,1024,15.6,NVIDIA RTX 3060,Windows 11,1.54,7.4,2218.03,3
Acer,Model 2583,Intel i5,8,1024,15.6,NVIDIA RTX 3060,Linux,3.22,12.3,1673.84,1
MSI,Model 2584,Intel i7,8,2048,13.3,AMD Radeon,Windows 10,3.48,6.9,2220.97,3
HP,Model 2585,Intel i7,16,2048,13.3,NVIDIA RTX 3060,Windows 10,1.22,8.7,1994.05,1
Acer,Model 2586,Intel i5,16,256,15.6,NVIDIA RTX 3070,Windows 11,3.16,7.7,1324.61,1
HP,Model 2587,Intel i5,8,1024,15.6,NVIDIA RTX 3060,Windows 11,1.98,7.1,1631.45,1
HP,Model 2588,AMD Ryzen 7,32,512,14.0,NVIDIA RTX 3070,Windows 11,2.31,3.3,1854.89,1
MSI,Model 2589,AMD Ryzen 7,32,512,14.0,Intel UHD,macOS,3.29,7.3,1811.17,2
HP,Model 2590,Intel i5,64,256,13.3,AMD Radeon,Windows 10,3.43,13.7,2000.32,2
HP,Model 2591,AMD Ryzen 9,16,1024,14.0,NVIDIA RTX 3070,Windows 11,1.66,11.3,2101.1,1
MSI,Model 2592,Intel i9,32,512,13.3,NVIDIA RTX 3060,Linux,1.53,4.7,2381.68,2
Lenovo,Model 2593,AMD Ryzen 7,64,256,13.3,AMD Radeon,Windows 10,1.2,10.1,1983.6,3
Dell,Model 2594,Intel i9,32,256,17.0,AMD Radeon,Windows 10,2.4,13.7,2201.16,2
Razer,Model 2595,AMD Ryzen 9,16,512,13.3,NVIDIA RTX 3070,macOS,1.03,11.4,2293.57,2
Apple,Model 2596,Intel i5,64,512,14.0,NVIDIA RTX 3070,Windows 10,2.03,4.8,2748.59,2
Asus,Model 2597,AMD Ryzen 9,64,2048,15.6,NVIDIA GTX 1650,Windows 11,1.18,13.4,2421.69,1
Apple,Model 2598,AMD Ryzen 7,64,1024,15.6,NVIDIA GTX 1650,Windows 11,2.01,6.6,3031.21,3
Apple,Model 2599,Intel i7,32,2048,14.0,AMD Radeon,Linux,1.1,8.4,2556.41,1
Acer,Model 2600,Intel i5,16,256,15.6,NVIDIA GTX 1650,Windows 10,3.09,9.3,1067.82,3
Dell,Model 2601,AMD Ryzen 5,64,512,13.3,NVIDIA RTX 3060,Windows 10,1.52,13.2,2289.96,1
Acer,Model 2602,Intel i9,8,2048,15.6,Intel UHD,macOS,1.82,14.2,1708.1,2
Dell,Model 2603,AMD Ryzen 9,16,256,14.0,AMD Radeon,Windows 11,3.18,14.2,1658.75,3
MSI,Model 2604,Intel i5,8,1024,15.6,Intel UHD,Linux,2.87,3.1,1447.65,2
MSI,Model 2605,AMD Ryzen 9,8,512,13.3,NVIDIA GTX 1650,Windows 11,1.55,14.1,2083.62,3
Razer,Model 2606,Intel i5,64,2048,13.3,NVIDIA RTX 3070,Windows 10,1.18,3.7,2857.79,3
Dell,Model 2607,AMD Ryzen 7,64,1024,14.0,AMD Radeon,Windows 10,2.79,6.2,1651.17,1
HP,Model 2608,AMD Ryzen 7,32,2048,14.0,NVIDIA GTX 1650,Linux,1.98,9.2,2091.56,1
Lenovo,Model 2609,AMD Ryzen 7,32,256,14.0,NVIDIA RTX 3060,Windows 10,2.92,8.8,2010.83,2
Razer,Model 2610,AMD Ryzen 9,32,1024,17.0,AMD Radeon,Linux,2.11,10.3,2547.43,2
Razer,Model 2611,AMD Ryzen 5,16,2048,17.0,AMD Radeon,Linux,1.87,8.8,2166.75,3
HP,Model 2612,AMD Ryzen 7,32,1024,13.3,NVIDIA RTX 3070,Windows 11,2.13,14.2,2328.18,3
Lenovo,Model 2613,Intel i5,8,256,17.0,AMD Radeon,Linux,2.87,5.9,1170.12,1
Acer,Model 2614,AMD Ryzen 7,32,1024,17.0,NVIDIA RTX 3070,Windows 10,3.26,6.3,2008.52,1
Lenovo,Model 2615,Intel i7,64,2048,15.6,NVIDIA GTX 1650,macOS,1.12,14.0,2401.65,1
Acer,Model 2616,AMD Ryzen 7,32,256,17.0,NVIDIA RTX 3060,macOS,2.31,3.9,1545.37,1
MSI,Model 2617,AMD Ryzen 9,16,512,15.6,NVIDIA RTX 3060,Windows 10,1.08,10.3,2245.4,1
Apple,Model 2618,AMD Ryzen 5,16,2048,14.0,AMD Radeon,macOS,2.17,11.2,2569.99,3
MSI,Model 2619,Intel i7,8,2048,15.6,AMD Radeon,macOS,3.21,9.1,2364.67,3
MSI,Model 2620,AMD Ryzen 9,16,256,15.6,NVIDIA GTX 1650,Linux,1.9,11.3,2157.58,2
Apple,Model 2621,AMD Ryzen 9,32,256,14.0,NVIDIA RTX 3070,macOS,3.33,5.1,2941.06,3
Lenovo,Model 2622,AMD Ryzen 9,64,512,14.0,NVIDIA RTX 3060,macOS,2.58,13.2,2231.17,1
Razer,Model 2623,Intel i5,16,2048,13.3,NVIDIA RTX 3070,macOS,3.34,4.7,2704.67,3
Lenovo,Model 2624,AMD Ryzen 9,8,256,13.3,NVIDIA GTX 1650,Windows 11,2.89,7.8,1636.26,3
Acer,Model 2625,Intel i5,32,512,13.3,NVIDIA RTX 3060,Windows 10,1.26,3.9,1532.74,3
HP,Model 2626,AMD Ryzen 9,8,512,13.3,NVIDIA RTX 3060,Linux,1.58,9.5,2126.61,2
Acer,Model 2627,Intel i9,16,256,15.6,Intel UHD,macOS,1.99,11.0,1648.49,2
HP,Model 2628,Intel i7,16,2048,15.6,NVIDIA GTX 1650,Windows 10,1.43,14.3,2093.04,3
MSI,Model 2629,Intel i9,8,1024,13.3,NVIDIA GTX 1650,macOS,2.24,11.9,2155.58,3
Apple,Model 2630,AMD Ryzen 9,32,1024,17.0,Intel UHD,Windows 11,2.18,9.5,2504.39,1
MSI,Model 2631,Intel i7,16,512,13.3,NVIDIA RTX 3070,Windows 11,3.39,14.2,2397.68,2
Dell,Model 2632,Intel i7,64,1024,17.0,Intel UHD,macOS,2.08,8.7,2087.49,1
Lenovo,Model 2633,AMD Ryzen 5,16,1024,14.0,NVIDIA GTX 1650,macOS,2.96,9.7,1490.4,1
HP,Model 2634,Intel i9,32,256,15.6,NVIDIA RTX 3070,macOS,3.35,10.2,2635.39,3
Acer,Model 2635,AMD Ryzen 5,16,512,15.6,NVIDIA RTX 3060,Windows 11,3.19,7.9,1773.43,3
Apple,Model 2636,Intel i7,8,2048,17.0,Intel UHD,Windows 11,1.52,13.1,2630.5,3
HP,Model 2637,Intel i5,16,512,13.3,NVIDIA RTX 3070,Windows 10,2.24,5.2,1855.4,1
Acer,Model 2638,Intel i7,16,256,15.6,NVIDIA RTX 3070,Linux,1.87,9.7,1649.22,1
Lenovo,Model 2639,AMD Ryzen 5,32,1024,17.0,NVIDIA RTX 3070,Linux,2.0,11.7,2109.79,1
MSI,Model 2640,Intel i9,8,2048,14.0,Intel UHD,Windows 11,1.9,13.8,2558.6,3
Lenovo,Model 2641,AMD Ryzen 9,32,512,14.0,NVIDIA RTX 3060,Linux,3.07,13.6,2066.29,3
Asus,Model 2642,AMD Ryzen 9,16,1024,15.6,NVIDIA RTX 3070,macOS,2.13,9.1,2122.75,3
Dell,Model 2643,Intel i9,64,512,13.3,Intel UHD,Windows 10,2.31,10.7,1980.09,1
Asus,Model 2644,AMD Ryzen 9,16,2048,17.0,NVIDIA GTX 1650,Windows 11,3.46,7.7,1693.86,1
Apple,Model 2645,AMD Ryzen 9,32,512,15.6,Intel UHD,Windows 11,1.15,8.6,2340.09,2
HP,Model 2646,AMD Ryzen 5,64,512,14.0,Intel UHD,Linux,2.22,13.9,1887.92,3
Apple,Model 2647,Intel i9,32,512,13.3,Intel UHD,macOS,2.94,14.2,2238.36,1
MSI,Model 2648,AMD Ryzen 7,32,1024,17.0,NVIDIA RTX 3070,Windows 10,1.38,13.7,2632.24,2
Acer,Model 2649,Intel i5,8,2048,15.6,Intel UHD,Linux,2.53,4.7,1342.84,1
Lenovo,Model 2650,Intel i5,64,2048,17.0,NVIDIA GTX 1650,Windows 11,1.6,13.2,1962.04,1
Asus,Model 2651,AMD Ryzen 9,16,1024,13.3,NVIDIA RTX 3070,Windows 11,3.17,14.4,2469.69,3
Razer,Model 2652,Intel i5,32,1024,13.3,NVIDIA GTX 1650,Linux,1.82,7.3,2218.92,2
Asus,Model 2653,Intel i9,16,1024,14.0,AMD Radeon,macOS,1.82,9.2,1936.39,1
MSI,Model 2654,Intel i9,8,256,13.3,Intel UHD,Windows 10,2.5,12.3,1784.22,2
Asus,Model 2655,Intel i7,8,512,15.6,NVIDIA RTX 3070,Windows 10,1.46,9.7,2148.08,2
MSI,Model 2656,Intel i7,64,512,17.0,NVIDIA RTX 3070,Windows 10,1.71,14.9,2775.11,3
Razer,Model 2657,Intel i5,8,2048,13.3,Intel UHD,Windows 10,2.04,8.5,2096.64,2
Apple,Model 2658,AMD Ryzen 7,8,512,13.3,NVIDIA RTX 3060,macOS,1.88,11.6,2586.38,3
Lenovo,Model 2659,Intel i7,16,256,15.6,NVIDIA RTX 3060,Windows 11,2.31,12.5,2011.49,3
HP,Model 2660,Intel i7,8,1024,17.0,NVIDIA GTX 1650,Windows 11,2.5,8.9,1669.76,3
Acer,Model 2661,Intel i9,8,2048,17.0,Intel UHD,Windows 10,2.42,13.3,1659.64,2
HP,Model 2662,AMD Ryzen 7,32,2048,14.0,Intel UHD,Windows 10,2.64,9.6,1876.18,1
Apple,Model 2663,AMD Ryzen 9,8,512,14.0,AMD Radeon,Windows 10,1.77,7.9,2231.25,3
Acer,Model 2664,Intel i5,32,2048,17.0,NVIDIA RTX 3060,Linux,1.32,4.3,1889.38,1
Asus,Model 2665,Intel i7,8,1024,15.6,NVIDIA RTX 3060,Linux,2.9,7.7,1654.03,2
Razer,Model 2666,AMD Ryzen 7,8,2048,15.6,Intel UHD,Windows 11,3.13,11.8,2217.23,1
Razer,Model 2667,AMD Ryzen 7,64,1024,14.0,NVIDIA GTX 1650,Windows 11,1.64,14.1,2411.62,1
Dell,Model 2668,Intel i5,64,256,13.3,Intel UHD,Windows 10,2.02,6.0,1863.44,3
Apple,Model 2669,AMD Ryzen 7,32,256,15.6,NVIDIA GTX 1650,Linux,2.25,7.3,2574.74,3
Apple,Model 2670,AMD Ryzen 7,8,1024,13.3,NVIDIA RTX 3060,macOS,2.33,4.8,2412.88,3
Lenovo,Model 2671,AMD Ryzen 7,16,512,15.6,AMD Radeon,Linux,2.65,11.3,1647.6,2
HP,Model 2672,Intel i7,64,2048,17.0,NVIDIA RTX 3070,Windows 11,1.1,14.5,2826.77,1
Apple,Model 2673,Intel i5,16,512,14.0,NVIDIA RTX 3060,Linux,2.8,10.7,2282.47,2
Apple,Model 2674,AMD Ryzen 7,64,2048,13.3,NVIDIA GTX 1650,Windows 11,1.15,10.4,2823.92,2
Asus,Model 2675,AMD Ryzen 7,64,256,13.3,Intel UHD,Windows 10,2.17,9.6,1509.21,2
Asus,Model 2676,Intel i7,8,256,17.0,NVIDIA RTX 3060,macOS,3.07,4.1,1763.55,2
Acer,Model 2677,Intel i5,64,256,15.6,AMD Radeon,Windows 10,2.13,11.8,1524.48,3
MSI,Model 2678,Intel i9,16,2048,13.3,NVIDIA GTX 1650,Windows 10,1.37,10.2,2318.7,1
MSI,Model 2679,Intel i7,64,256,15.6,Intel UHD,macOS,3.46,10.9,2202.98,3
Dell,Model 2680,Intel i5,32,256,17.0,NVIDIA RTX 3070,macOS,3.22,13.8,2269.47,3
MSI,Model 2681,AMD Ryzen 7,8,256,14.0,NVIDIA GTX 1650,macOS,2.93,12.4,1785.89,2
Lenovo,Model 2682,Intel i5,8,256,13.3,Intel UHD,Windows 11,2.03,12.4,1228.78,3
Dell,Model 2683,Intel i5,32,512,15.6,NVIDIA RTX 3070,Windows 10,1.46,14.1,2212.68,1
Acer,Model 2684,AMD Ryzen 9,32,256,13.3,Intel UHD,Windows 11,3.35,14.9,1580.16,2
Asus,Model 2685,Intel i5,32,256,15.6,NVIDIA RTX 3070,macOS,2.33,10.0,2065.62,3
MSI,Model 2686,Intel i9,64,512,15.6,NVIDIA RTX 3070,Windows 11,3.13,4.3,2840.49,2
HP,Model 2687,Intel i5,8,512,15.6,NVIDIA RTX 3070,macOS,1.86,8.5,1530.56,1
Asus,Model 2688,Intel i9,32,2048,17.0,Intel UHD,Linux,1.84,12.5,2260.62,2
Razer,Model 2689,AMD Ryzen 7,64,1024,14.0,NVIDIA RTX 3070,macOS,3.46,3.3,2953.57,3
Lenovo,Model 2690,Intel i9,32,256,13.3,NVIDIA GTX 1650,Windows 10,2.3,3.7,1676.4,3
Asus,Model 2691,AMD Ryzen 7,16,256,14.0,AMD Radeon,Windows 10,1.35,3.8,1367.79,1
Lenovo,Model 2692,AMD Ryzen 7,16,256,15.6,AMD Radeon,Windows 10,1.55,11.8,1492.5,1
Lenovo,Model 2693,Intel i9,8,2048,15.6,NVIDIA RTX 3070,Windows 11,2.2,9.0,2290.03,2
Lenovo,Model 2694,Intel i7,64,256,14.0,AMD Radeon,Windows 10,1.11,7.4,2052.08,3
Acer,Model 2695,AMD Ryzen 5,16,1024,14.0,AMD Radeon,macOS,2.16,4.3,1459.41,1
Lenovo,Model 2696,Intel i5,16,512,13.3,NVIDIA RTX 3070,Linux,2.05,11.8,1883.07,1
Lenovo,Model 2697,AMD Ryzen 9,64,2048,15.6,NVIDIA RTX 3070,Windows 10,2.95,6.9,2474.87,3
Razer,Model 2698,AMD Ryzen 5,32,512,14.0,NVIDIA GTX 1650,Windows 11,1.89,6.2,2128.51,1
HP,Model 2699,Intel i5,64,256,17.0,NVIDIA RTX 3060,Linux,3.46,10.8,2218.34,1
Dell,Model 2700,Intel i5,32,256,15.6,Intel UHD,Windows 10,1.45,9.7,1706.92,3
Apple,Model 2701,AMD Ryzen 7,16,256,15.6,NVIDIA RTX 3070,Windows 10,2.48,7.3,2707.35,1
Razer,Model 2702,Intel i5,16,1024,13.3,NVIDIA RTX 3070,Linux,1.22,10.7,2816.14,3
Dell,Model 2703,AMD Ryzen 9,16,1024,17.0,AMD Radeon,Windows 10,2.83,6.3,2061.46,3
Lenovo,Model 2704,Intel i5,8,2048,13.3,NVIDIA GTX 1650,Windows 11,3.49,12.5,1602.5,2
HP,Model 2705,Intel i9,8,512,17.0,AMD Radeon,macOS,3.05,5.8,1957.56,3
